"inspection_id","establishment_name","address","inspection_date.x","establishment_type.y","region","risk_category","inspection_date.y","inspection_time_in","inspector_badge_number","inspector_comments","year.y","lat","long","riskLvl","popInfo"
822871,"kelly's cajun grill","50 massachusetts","2016-03-07","delicatessen","ne",3,"2016-03-07","10:30 AM",124,"all items corrected on site. if you have any questions, please email me at sharon.cave@dc.gov.",2016,38.89732,-77.008425,"Risk Cat 3","<b> Establishment Name:   </b> kelly's cajun grill <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 50 massachusetts ne <br> <b>Inspection Date:   </b> 2016-03-07 <br> <b>Inspection Time:   </b> 10:30 AM <br> <b>Inspector Badge No.:   </b> 124 <br> <br> <b>Inspector Comment:   </b> all items corrected on site. if you have any questions, please email me at sharon.cave@dc.gov."
822021,"tony's breakfast","1387 h","2016-02-04","delicatessen","ne",3,"2016-02-04","10:00 AM",54,"5 and 14 day notice abated for 25dcmr 1005.1, 1800.1, 1807.1; 1903.1,3200.1, 2414.2. correct items stated within 14 days. please submit questions to the area supervisor at food.safety@dc.gov",2016,38.900122,-76.985864,"Risk Cat 3","<b> Establishment Name:   </b> tony's breakfast <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1387 h ne <br> <b>Inspection Date:   </b> 2016-02-04 <br> <b>Inspection Time:   </b> 10:00 AM <br> <b>Inspector Badge No.:   </b> 54 <br> <br> <b>Inspector Comment:   </b> 5 and 14 day notice abated for 25dcmr 1005.1, 1800.1, 1807.1; 1903.1,3200.1, 2414.2. correct items stated within 14 days. please submit questions to the area supervisor at food.safety@dc.gov"
155629,"subway","901 e","2012-08-24","restaurant total","nw",3,"2012-08-24","12:00 PM",64,"cfh:richard ribero fs:08/07/2014 fs:44266 correct stated items within 45 days if you have any questions,please call area supervisor mrs. jacqueline coleman at (202)442-5928",2012,38.896133,-77.023964,"Risk Cat 3","<b> Establishment Name:   </b> subway <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 901 e nw <br> <b>Inspection Date:   </b> 2012-08-24 <br> <b>Inspection Time:   </b> 12:00 PM <br> <b>Inspector Badge No.:   </b> 64 <br> <br> <b>Inspector Comment:   </b> cfh:richard ribero fs:08/07/2014 fs:44266 correct stated items within 45 days if you have any questions,please call area supervisor mrs. jacqueline coleman at (202)442-5928"
834876,"subway","1412 good hope","2017-01-30","restaurant total","se",3,"2017-01-30","03:00 PM",422,"3-day notice abated from inspection conducted on 01/03/2017. no objection to the issuance of business license. if you have any questions, please contact the departement at food.safety@dc.gov",2017,38.866752,-76.984713,"Risk Cat 3","<b> Establishment Name:   </b> subway <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1412 good hope se <br> <b>Inspection Date:   </b> 2017-01-30 <br> <b>Inspection Time:   </b> 03:00 PM <br> <b>Inspector Badge No.:   </b> 422 <br> <br> <b>Inspector Comment:   </b> 3-day notice abated from inspection conducted on 01/03/2017. no objection to the issuance of business license. if you have any questions, please contact the departement at food.safety@dc.gov"
179283,"canal cafe","1055 thomas jefferson","2013-01-24","restaurant total","nw",3,"2013-01-24","11:20 AM",64,"correct state items within 45 days if you have any questions,please conatact area supervisor mr. ronnie taylor at (202)442-9037",2013,38.904148,-77.060144,"Risk Cat 3","<b> Establishment Name:   </b> canal cafe <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1055 thomas jefferson nw <br> <b>Inspection Date:   </b> 2013-01-24 <br> <b>Inspection Time:   </b> 11:20 AM <br> <b>Inspector Badge No.:   </b> 64 <br> <br> <b>Inspector Comment:   </b> correct state items within 45 days if you have any questions,please conatact area supervisor mr. ronnie taylor at (202)442-9037"
836518,"good hope carryout","1350 good hope","2017-03-20","delicatessen","se",3,"2017-03-20","02:09 PM",611,"keep smoothening and cleaning cutting board. notice abated from inspection of 03/06/2017.",2017,38.867018,-76.986118,"Risk Cat 3","<b> Establishment Name:   </b> good hope carryout <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1350 good hope se <br> <b>Inspection Date:   </b> 2017-03-20 <br> <b>Inspection Time:   </b> 02:09 PM <br> <b>Inspector Badge No.:   </b> 611 <br> <br> <b>Inspector Comment:   </b> keep smoothening and cleaning cutting board. notice abated from inspection of 03/06/2017."
203486,"deli city","2200 bladensburg","2014-05-06","restaurant total","ne",3,"2014-05-06","10:30 AM",624,"the business has a written employee's health policy for food-borne illness. thermocouple in ice & water: 32°f most recent pest control service date: 05/01/2014 correct stated items within 5-days and 45-days if any question please call area supervisor ms. coleman at 202-535-2180 (sanitizer quaternary ammonium, 100ppm  0.0 ph, 117.6°f)",2014,38.919413,-76.970839,"Risk Cat 3","<b> Establishment Name:   </b> deli city <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 2200 bladensburg ne <br> <b>Inspection Date:   </b> 2014-05-06 <br> <b>Inspection Time:   </b> 10:30 AM <br> <b>Inspector Badge No.:   </b> 624 <br> <br> <b>Inspector Comment:   </b> the business has a written employee's health policy for food-borne illness. thermocouple in ice & water: 32°f most recent pest control service date: 05/01/2014 correct stated items within 5-days and 45-days if any question please call area supervisor ms. coleman at 202-535-2180 (sanitizer quaternary ammonium, 100ppm  0.0 ph, 117.6°f)"
812594,"bidwell","1309 5","2015-08-12","restaurant total","ne",3,"2015-08-12","02:25 PM",624,"the business has a written employee's health policy for food-borne illness. cfpm  jorge santos  fs. 49970   exp. 05/26/2016 thermometer in ice & water: 32°f most recent pest control service date: 08/03/2015 if any question please email area supervisor ms coleman at jacqueline.coleman@dc.gov",2015,38.907273,-77.008932,"Risk Cat 3","<b> Establishment Name:   </b> bidwell <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1309 5 ne <br> <b>Inspection Date:   </b> 2015-08-12 <br> <b>Inspection Time:   </b> 02:25 PM <br> <b>Inspector Badge No.:   </b> 624 <br> <br> <b>Inspector Comment:   </b> the business has a written employee's health policy for food-borne illness. cfpm  jorge santos  fs. 49970   exp. 05/26/2016 thermometer in ice & water: 32°f most recent pest control service date: 08/03/2015 if any question please email area supervisor ms coleman at jacqueline.coleman@dc.gov"
177292,"lavandou restaurant","3321 connecticut","2013-02-07","restaurant total","nw",3,"2013-02-07","12:30 PM",624,"the business has a written employee's health policy for food-borne illness. consumer advisory notice printed on menu. thermocouple in ice & water: 32°f most recent pest control service date: 1/29/2013 if any question please call area supervisor mr. ronnie taylor at 202-442-9037 sanitizer quaternary ammonium, 100ppm 0.0 ph, 119.6°f",2013,38.933602,-77.057437,"Risk Cat 3","<b> Establishment Name:   </b> lavandou restaurant <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 3321 connecticut nw <br> <b>Inspection Date:   </b> 2013-02-07 <br> <b>Inspection Time:   </b> 12:30 PM <br> <b>Inspector Badge No.:   </b> 624 <br> <br> <b>Inspector Comment:   </b> the business has a written employee's health policy for food-borne illness. consumer advisory notice printed on menu. thermocouple in ice & water: 32°f most recent pest control service date: 1/29/2013 if any question please call area supervisor mr. ronnie taylor at 202-442-9037 sanitizer quaternary ammonium, 100ppm 0.0 ph, 119.6°f"
179299,"tj's deli","1025 thomas jefferson","2013-01-25","restaurant total","nw",3,"2013-01-25","10:35 AM",64,"correct stated items within 45 days if you hava any questions,please contact area supervisor mr. ronnie taylor at(202)442-9037",2013,38.903505,-77.060048,"Risk Cat 3","<b> Establishment Name:   </b> tj's deli <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1025 thomas jefferson nw <br> <b>Inspection Date:   </b> 2013-01-25 <br> <b>Inspection Time:   </b> 10:35 AM <br> <b>Inspector Badge No.:   </b> 64 <br> <br> <b>Inspector Comment:   </b> correct stated items within 45 days if you hava any questions,please contact area supervisor mr. ronnie taylor at(202)442-9037"
108285,"posto (n)","1515 14th","2012-09-04","restaurant total","nw",3,"2012-09-04","05:00 PM",61,"correct items stated within 5-days correct items stated within 45-days if you have any questions, please call area supervisor mr. ronnie taylor at 202-535-2180",2012,38.910404,-77.031878,"Risk Cat 3","<b> Establishment Name:   </b> posto (n) <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1515 14th nw <br> <b>Inspection Date:   </b> 2012-09-04 <br> <b>Inspection Time:   </b> 05:00 PM <br> <b>Inspector Badge No.:   </b> 61 <br> <br> <b>Inspector Comment:   </b> correct items stated within 5-days correct items stated within 45-days if you have any questions, please call area supervisor mr. ronnie taylor at 202-535-2180"
406035,"taylor gourmet","485 k","2014-11-24","restaurant total","nw",3,"2014-11-24","01:31 PM",611,"correct items stated within 5 day. questions, please call area supervisor ms. coleman at 202-442-5928.",2014,38.902594,-77.018403,"Risk Cat 3","<b> Establishment Name:   </b> taylor gourmet <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 485 k nw <br> <b>Inspection Date:   </b> 2014-11-24 <br> <b>Inspection Time:   </b> 01:31 PM <br> <b>Inspector Badge No.:   </b> 611 <br> <br> <b>Inspector Comment:   </b> correct items stated within 5 day. questions, please call area supervisor ms. coleman at 202-442-5928."
825524,"molly malone's","713 8th","2016-06-15","restaurant total","se",3,"2016-06-15","02:05 PM",29,"correct items stated within 3 and 14 calendar days. please submit all questions/inquiries to area supervisor mrs. jacqueline coleman at food.safety@dc.gov for efficient response.",2016,38.881147,-76.995049,"Risk Cat 3","<b> Establishment Name:   </b> molly malone's <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 713 8th se <br> <b>Inspection Date:   </b> 2016-06-15 <br> <b>Inspection Time:   </b> 02:05 PM <br> <b>Inspector Badge No.:   </b> 29 <br> <br> <b>Inspector Comment:   </b> correct items stated within 3 and 14 calendar days. please submit all questions/inquiries to area supervisor mrs. jacqueline coleman at food.safety@dc.gov for efficient response."
198660,"faa cafeteria","800 independence","2013-09-06","restaurant total","sw",3,"2013-09-06","01:00 PM",124,"cfpm david cross exp.07/04/2016. all items corrected on site. if you have any questions, please contact the area supervisor, mrs. coleman at (202) 535-2180.",2013,38.887493,-77.022967,"Risk Cat 3","<b> Establishment Name:   </b> faa cafeteria <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 800 independence sw <br> <b>Inspection Date:   </b> 2013-09-06 <br> <b>Inspection Time:   </b> 01:00 PM <br> <b>Inspector Badge No.:   </b> 124 <br> <br> <b>Inspector Comment:   </b> cfpm david cross exp.07/04/2016. all items corrected on site. if you have any questions, please contact the area supervisor, mrs. coleman at (202) 535-2180."
9838,"pretty please cupcake","901 k","2010-05-06","restaurant total","nw",3,"2010-05-06","10:30 AM",64,"cfpm fs-43025  expires 4/8/2013 amy feuerstein approved for license issuance.",2010,38.911121,-77.027037,"Risk Cat 3","<b> Establishment Name:   </b> pretty please cupcake <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 901 k nw <br> <b>Inspection Date:   </b> 2010-05-06 <br> <b>Inspection Time:   </b> 10:30 AM <br> <b>Inspector Badge No.:   </b> 64 <br> <br> <b>Inspector Comment:   </b> cfpm fs-43025  expires 4/8/2013 amy feuerstein approved for license issuance."
94338,"naan & beyond","1710 l","2013-04-12","delicatessen","nw",3,"2013-04-12","01:00 PM",107,"correct critical violations within 5 days and non critical violations within 45 days. if you have questions, please contact mr. ronnie taylor, supervisor on (202)442-9037.",2013,38.903743,-77.041673,"Risk Cat 3","<b> Establishment Name:   </b> naan & beyond <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1710 l nw <br> <b>Inspection Date:   </b> 2013-04-12 <br> <b>Inspection Time:   </b> 01:00 PM <br> <b>Inspector Badge No.:   </b> 107 <br> <br> <b>Inspector Comment:   </b> correct critical violations within 5 days and non critical violations within 45 days. if you have questions, please contact mr. ronnie taylor, supervisor on (202)442-9037."
834260,"bread & chocolate","5542 connecticut","2016-12-30","restaurant total","nw",3,"2016-12-30","12:00 PM",82,"summary suspension (in order for the license to be restored, a reinspection fee of $100 for normal business hours or $400 for nonbusiness hours must be paid and all items must be abated and approved by the department of health.)",2016,38.964105,-77.075179,"Risk Cat 3","<b> Establishment Name:   </b> bread & chocolate <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 5542 connecticut nw <br> <b>Inspection Date:   </b> 2016-12-30 <br> <b>Inspection Time:   </b> 12:00 PM <br> <b>Inspector Badge No.:   </b> 82 <br> <br> <b>Inspector Comment:   </b> summary suspension (in order for the license to be restored, a reinspection fee of $100 for normal business hours or $400 for nonbusiness hours must be paid and all items must be abated and approved by the department of health.)"
825561,"hu market","2606 georgia","2016-06-16","delicatessen","nw",3,"2016-06-16","02:10 PM",422,"correct all the above items not approved for the issuance of the license.",2016,38.924382,-77.022625,"Risk Cat 3","<b> Establishment Name:   </b> hu market <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 2606 georgia nw <br> <b>Inspection Date:   </b> 2016-06-16 <br> <b>Inspection Time:   </b> 02:10 PM <br> <b>Inspector Badge No.:   </b> 422 <br> <br> <b>Inspector Comment:   </b> correct all the above items not approved for the issuance of the license."
202982,"eye street grille","1575 i","2014-04-10","restaurant total","nw",3,"2014-04-10","01:45 PM",54,"notice abated from the inspection conducted on 4/03/2014. if you have any questions please contact the area supervisor mr. ronnie taylor at 202-442-9037.",2014,38.901422,-77.035933,"Risk Cat 3","<b> Establishment Name:   </b> eye street grille <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1575 i nw <br> <b>Inspection Date:   </b> 2014-04-10 <br> <b>Inspection Time:   </b> 01:45 PM <br> <b>Inspector Badge No.:   </b> 54 <br> <br> <b>Inspector Comment:   </b> notice abated from the inspection conducted on 4/03/2014. if you have any questions please contact the area supervisor mr. ronnie taylor at 202-442-9037."
810669,"sixth and h street bar and grill","523 h","2015-06-03","restaurant total","ne",3,"2015-06-03","10:15 AM",411,"facility is in compliance with 25a dcmr - dc food code. no food present at the time of the inspection. if there are any questions contact mrs. coleman, area supervisor at 202-535-2180. no objection to issuance of basic business license (restaurant)",2015,38.900128,-76.999321,"Risk Cat 3","<b> Establishment Name:   </b> sixth and h street bar and grill <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 523 h ne <br> <b>Inspection Date:   </b> 2015-06-03 <br> <b>Inspection Time:   </b> 10:15 AM <br> <b>Inspector Badge No.:   </b> 411 <br> <br> <b>Inspector Comment:   </b> facility is in compliance with 25a dcmr - dc food code. no food present at the time of the inspection. if there are any questions contact mrs. coleman, area supervisor at 202-535-2180. no objection to issuance of basic business license (restaurant)"
204658,"chipotle mexican grill","1508 14th","2014-06-30","restaurant total","nw",3,"2014-06-30","11:00 AM",54,"5 day notice abated from the inspection conducted on 6/17/2014. if you have any questions please contact the area supervisor mr. ronnie taylor at 202-442-9037.",2014,38.910165,-77.031877,"Risk Cat 3","<b> Establishment Name:   </b> chipotle mexican grill <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1508 14th nw <br> <b>Inspection Date:   </b> 2014-06-30 <br> <b>Inspection Time:   </b> 11:00 AM <br> <b>Inspector Badge No.:   </b> 54 <br> <br> <b>Inspector Comment:   </b> 5 day notice abated from the inspection conducted on 6/17/2014. if you have any questions please contact the area supervisor mr. ronnie taylor at 202-442-9037."
142868,"h & pizza","1118 h","2012-07-11","restaurant total","ne",3,"2012-07-11","01:00 PM",411,"facility is in compliance with 25 dcmr - dc food code. if there are any questions, please contact area supervisor, mrs. coleman at 202-535-2180. facility approved for issuance of basic business license.",2012,38.900275,-76.991342,"Risk Cat 3","<b> Establishment Name:   </b> h & pizza <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1118 h ne <br> <b>Inspection Date:   </b> 2012-07-11 <br> <b>Inspection Time:   </b> 01:00 PM <br> <b>Inspector Badge No.:   </b> 411 <br> <br> <b>Inspector Comment:   </b> facility is in compliance with 25 dcmr - dc food code. if there are any questions, please contact area supervisor, mrs. coleman at 202-535-2180. facility approved for issuance of basic business license."
143295,"burger king","320 florida","2012-04-11","restaurant total","ne",3,"2012-04-11","02:45 PM",55,"cfpm -  john covin - #41336 - expires 09/01/2012 correct non-critical items stated within 45-days (05/29/12) if you have any questions, please contact the area supervisor ms. jacqueline coleman at (202)4442-5928",2012,38.907758,-77.001742,"Risk Cat 3","<b> Establishment Name:   </b> burger king <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 320 florida ne <br> <b>Inspection Date:   </b> 2012-04-11 <br> <b>Inspection Time:   </b> 02:45 PM <br> <b>Inspector Badge No.:   </b> 55 <br> <br> <b>Inspector Comment:   </b> cfpm -  john covin - #41336 - expires 09/01/2012 correct non-critical items stated within 45-days (05/29/12) if you have any questions, please contact the area supervisor ms. jacqueline coleman at (202)4442-5928"
826316,"thai pad","4481 connecticut","2016-07-14","restaurant total","nw",3,"2016-07-14","12:10 PM",611,"",2016,38.947682,-77.065429,"Risk Cat 3","<b> Establishment Name:   </b> thai pad <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 4481 connecticut nw <br> <b>Inspection Date:   </b> 2016-07-14 <br> <b>Inspection Time:   </b> 12:10 PM <br> <b>Inspector Badge No.:   </b> 611 <br> <br> <b>Inspector Comment:   </b> "
118335,"spice express","1020 19th","2011-08-17","restaurant total","nw",3,"2011-08-17","11:00 AM",64,"cfh-shiy r. agarwal fs-38135 exp-12/01/2011 correct stated items within 45 days if you have any questions,please call area supervisor mr. ronnie taylor at (202)535-2180",2011,38.902524,-77.04346,"Risk Cat 3","<b> Establishment Name:   </b> spice express <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1020 19th nw <br> <b>Inspection Date:   </b> 2011-08-17 <br> <b>Inspection Time:   </b> 11:00 AM <br> <b>Inspector Badge No.:   </b> 64 <br> <br> <b>Inspector Comment:   </b> cfh-shiy r. agarwal fs-38135 exp-12/01/2011 correct stated items within 45 days if you have any questions,please call area supervisor mr. ronnie taylor at (202)535-2180"
116458,"wok n' roll restaurant","604 h","2011-11-09","restaurant total","nw",3,"2011-11-09","01:00 PM",611,"cfpm: xiao huang fs-44060 exp 07/07/2013. notice abated from inspection conducted on 10/31/2011. questions, please contact area supervisor ms. jacqueline coleman at 202-442-5928.",2011,38.899736,-77.019974,"Risk Cat 3","<b> Establishment Name:   </b> wok n' roll restaurant <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 604 h nw <br> <b>Inspection Date:   </b> 2011-11-09 <br> <b>Inspection Time:   </b> 01:00 PM <br> <b>Inspector Badge No.:   </b> 611 <br> <br> <b>Inspector Comment:   </b> cfpm: xiao huang fs-44060 exp 07/07/2013. notice abated from inspection conducted on 10/31/2011. questions, please contact area supervisor ms. jacqueline coleman at 202-442-5928."
822793,"mcdonald's","1901 9th","2016-03-04","restaurant total","ne",3,"2016-03-04","10:20 AM",607,"3 day notices 1005.1, 1007.1 abated from inspection conducted 2/1/2016. please submit all questions/inquiries to area supervisor ms. coleman at food.safety@dc.gov for efficient response.",2016,38.917271,-76.99372,"Risk Cat 3","<b> Establishment Name:   </b> mcdonald's <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1901 9th ne <br> <b>Inspection Date:   </b> 2016-03-04 <br> <b>Inspection Time:   </b> 10:20 AM <br> <b>Inspector Badge No.:   </b> 607 <br> <br> <b>Inspector Comment:   </b> 3 day notices 1005.1, 1007.1 abated from inspection conducted 2/1/2016. please submit all questions/inquiries to area supervisor ms. coleman at food.safety@dc.gov for efficient response."
199545,"mcdonalds 5176","2334 georgia","2013-10-23","restaurant total","nw",3,"2013-10-23","12:15 PM",624,"the business has a written employee's health policy for food-borne illness. correct stated items within 5days and 45days thermocouple in ice & water: 32°f most recent pest control service date: 10/15/2013 if any question please call area supervisor mr. ronnie taylor at 202-442-9037 sanitizer quaternary ammonium, 100ppm 0.0 ph, 119.3°f",2013,38.920319,-77.022034,"Risk Cat 3","<b> Establishment Name:   </b> mcdonalds 5176 <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 2334 georgia nw <br> <b>Inspection Date:   </b> 2013-10-23 <br> <b>Inspection Time:   </b> 12:15 PM <br> <b>Inspector Badge No.:   </b> 624 <br> <br> <b>Inspector Comment:   </b> the business has a written employee's health policy for food-borne illness. correct stated items within 5days and 45days thermocouple in ice & water: 32°f most recent pest control service date: 10/15/2013 if any question please call area supervisor mr. ronnie taylor at 202-442-9037 sanitizer quaternary ammonium, 100ppm 0.0 ph, 119.3°f"
9578,"chix","2019 11th","2010-04-07","restaurant total","nw",3,"2010-04-07","10:15 AM",64,"cfh-victoria garcia fs-40449 exp-04/04/2012 if you have any questions,please call area supervisor mr. ronnie taylor at (202)535-2183",2010,38.917201,-77.02696,"Risk Cat 3","<b> Establishment Name:   </b> chix <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 2019 11th nw <br> <b>Inspection Date:   </b> 2010-04-07 <br> <b>Inspection Time:   </b> 10:15 AM <br> <b>Inspector Badge No.:   </b> 64 <br> <br> <b>Inspector Comment:   </b> cfh-victoria garcia fs-40449 exp-04/04/2012 if you have any questions,please call area supervisor mr. ronnie taylor at (202)535-2183"
610542,"bistro italiano","320 d","2015-03-13","restaurant total","ne",3,"2015-03-13","12:02 PM",26,"dc cfpm: agripina de guevara, fs-62456, exp: 04/08/2017 most recent pest extermination service date: 03/11/2014 correct item stated within 5 days. correct items stated within 45 days. if you have questions, please call the area supervisor mr. jacqueline coleman at (202) 442 5928",2015,38.894864,-77.001782,"Risk Cat 3","<b> Establishment Name:   </b> bistro italiano <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 320 d ne <br> <b>Inspection Date:   </b> 2015-03-13 <br> <b>Inspection Time:   </b> 12:02 PM <br> <b>Inspector Badge No.:   </b> 26 <br> <br> <b>Inspector Comment:   </b> dc cfpm: agripina de guevara, fs-62456, exp: 04/08/2017 most recent pest extermination service date: 03/11/2014 correct item stated within 5 days. correct items stated within 45 days. if you have questions, please call the area supervisor mr. jacqueline coleman at (202) 442 5928"
156062,"new york pizza","2 florida","2012-10-04","restaurant total","ne",3,"2012-10-04","02:15 PM",107,"certified food manager mian sagih fs#51237 expire 4-18-15. correct critical violations within 5 days and non critical violations within 45 days. if you have any questions, please contact mrs. jacqueline coleman, supervisor on (202)442-5928.",2012,38.910782,-77.009025,"Risk Cat 3","<b> Establishment Name:   </b> new york pizza <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 2 florida ne <br> <b>Inspection Date:   </b> 2012-10-04 <br> <b>Inspection Time:   </b> 02:15 PM <br> <b>Inspector Badge No.:   </b> 107 <br> <br> <b>Inspector Comment:   </b> certified food manager mian sagih fs#51237 expire 4-18-15. correct critical violations within 5 days and non critical violations within 45 days. if you have any questions, please contact mrs. jacqueline coleman, supervisor on (202)442-5928."
822650,"la molienda restaurant","3568 14th","2016-02-29","restaurant total","nw",3,"2016-02-29","03:20 PM",422,"3-days notice abated from inspection conducted on 02/11/2016.",2016,38.928804,-77.032612,"Risk Cat 3","<b> Establishment Name:   </b> la molienda restaurant <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 3568 14th nw <br> <b>Inspection Date:   </b> 2016-02-29 <br> <b>Inspection Time:   </b> 03:20 PM <br> <b>Inspector Badge No.:   </b> 422 <br> <br> <b>Inspector Comment:   </b> 3-days notice abated from inspection conducted on 02/11/2016."
824429,"atrium cafe","1050 connecticut","2016-05-06","delicatessen","nw",3,"2016-05-06","11:45 PM",26,"abate all items and contact the area supervisor mr. ronnie taylor at 202 442 9037 to schedule for re-inspection. if you have question, please contact the department at food.safety@dc.gov",2016,38.903125,-77.039701,"Risk Cat 3","<b> Establishment Name:   </b> atrium cafe <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1050 connecticut nw <br> <b>Inspection Date:   </b> 2016-05-06 <br> <b>Inspection Time:   </b> 11:45 PM <br> <b>Inspector Badge No.:   </b> 26 <br> <br> <b>Inspector Comment:   </b> abate all items and contact the area supervisor mr. ronnie taylor at 202 442 9037 to schedule for re-inspection. if you have question, please contact the department at food.safety@dc.gov"
837964,"five guys burgers & fries","1400 i","2017-04-27","restaurant total","nw",3,"2017-04-27","03:35 PM",624,"correct violations with 3days (priority and priority foundation) and 14days (core) if any question, please feel free to contact the area supervisor at food.safey@dc.gov",2017,38.901337,-77.031962,"Risk Cat 3","<b> Establishment Name:   </b> five guys burgers & fries <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 1400 i nw <br> <b>Inspection Date:   </b> 2017-04-27 <br> <b>Inspection Time:   </b> 03:35 PM <br> <b>Inspector Badge No.:   </b> 624 <br> <br> <b>Inspector Comment:   </b> correct violations with 3days (priority and priority foundation) and 14days (core) if any question, please feel free to contact the area supervisor at food.safey@dc.gov"
200349,"rfd washington","810 7th","2013-12-04","restaurant total","nw",3,"2013-12-04","11:00 AM",107,"certified food manger matthew j. sweeney fs#57354 expire 11-10-15. correct non critical violation within 45 days. if you have any questions, please contact mrs. coleman on (202)442-5829.",2013,38.89992,-77.02199,"Risk Cat 3","<b> Establishment Name:   </b> rfd washington <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 810 7th nw <br> <b>Inspection Date:   </b> 2013-12-04 <br> <b>Inspection Time:   </b> 11:00 AM <br> <b>Inspector Badge No.:   </b> 107 <br> <br> <b>Inspector Comment:   </b> certified food manger matthew j. sweeney fs#57354 expire 11-10-15. correct non critical violation within 45 days. if you have any questions, please contact mrs. coleman on (202)442-5829."
155348,"mcdonald's","841 h","2012-08-16","restaurant total","ne",3,"2012-08-16","10:44 AM",611,"",2012,38.900128,-76.994579,"Risk Cat 3","<b> Establishment Name:   </b> mcdonald's <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 841 h ne <br> <b>Inspection Date:   </b> 2012-08-16 <br> <b>Inspection Time:   </b> 10:44 AM <br> <b>Inspector Badge No.:   </b> 611 <br> <br> <b>Inspector Comment:   </b> "
830987,"america's best wings","4524 benning","2016-08-11","restaurant total","se",3,"2016-08-11","04:02 PM",29,"3 day notices 25 dcmr ( 203.1, 3002.1, 1007.1) and 14 day notice 25 dcmr (1524.2, 816.1) abated from the inspection conducted on 8/5/2016. please submit all questions/inquiries to area supervisor mrs. jacqueline coleman at food.safety@dc.gov for efficient response.",2016,38.888449,-76.937138,"Risk Cat 3","<b> Establishment Name:   </b> america's best wings <br> <b>Risk Level:   </b> Risk Cat 3 <br> <b>Address:   </b> 4524 benning se <br> <b>Inspection Date:   </b> 2016-08-11 <br> <b>Inspection Time:   </b> 04:02 PM <br> <b>Inspector Badge No.:   </b> 29 <br> <br> <b>Inspector Comment:   </b> 3 day notices 25 dcmr ( 203.1, 3002.1, 1007.1) and 14 day notice 25 dcmr (1524.2, 816.1) abated from the inspection conducted on 8/5/2016. please submit all questions/inquiries to area supervisor mrs. jacqueline coleman at food.safety@dc.gov for efficient response."
